"System"	"X"	"Y"	2271	2317	2319	2341	2367	2571	2596	2750	2765	2767	2783	2786	2821	2822	2830	2864	3025	3030	3040	3049	3050	3050	3050	3051	3052	3057	3058	3059	3059	3059	3059	3063	3067	3068	3075	3079	3081	3085	3095	3130	3135	3145
"Kitalpha"	112.954	96.428			"AG"	"DC"	"DC"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"
"Kitopler"	-427.833	100.084						"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Kittery"	82.181	-223.944	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FCF,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"WOB"	"KP"	"KP"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"FS,Capellan March,Kathil Operational Area,Alcyone PDZ"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"	"CC,St. Ives Commonality,Region 1"
"Kitzingen"	-223.115	47.002	"I"	"I"	"I"	"I"		"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Furillo Province"	"LC,Protectorate of Donegal,Bolan Province"	"LC,Protectorate of Donegal,Bolan Province"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"FCL,Tamarind March,Bolan Operational Area,Region 1"	"LA,Tamarind March,Bolan Operational Area,Region 1"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province"	"LA,Bolan Province,Halfway Archonette"	"LA,Bolan Province,Halfway Archonette"	"LA,Bolan Province,Halfway Archonette"	"LC,Bolan Province"	"LC,Bolan Province"	"LC,Bolan Province"	"LC,Bolan Province"	"WE"
"Kiyev"	-88.149	-171.715	"I"				"FWL"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL,Federation of Oriente"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"I"	"I"	"I"	"OP"	"OP"	"FWL,Oriente Protectorate"
"Kladnitsa"	-414.109	128.682						"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"RWR,Timbuktu Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"LC,Protectorate of Donegal,Alarion Province"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"FCL,Periphery March,Venaria Operational Area,Region 1"	"LA,Periphery March,Venaria Operational Area,Region 1"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater"	"LA,Alarion Province,Timbuktu Theater,Kaumberg Archonette"	"LA,Alarion Province,Timbuktu Theater,Kaumberg Archonette"	"LA,Buena Province,Timbuktu Theater,Kaumberg Archonette"	"LC,Buena Province,Timbuktu Theater"	"LC,Buena Province,Timbuktu Theater"	"LC,Buena Province,Timbuktu Theater"	"LC,Buena Province,Timbuktu Theater"	"LC,Buena Province,Timbuktu Theater"
"Klamriz"	205.914	-8.581	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area"	"FS,Draconis March,Robinson Operational Area,Region 3"	"FS,Draconis March,Robinson Operational Area,Region 3"	"FS,Draconis March,Robinson Operational Area,Region 2"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Klathan (Klathandu)"	175.25	31.491		"I"	"I"			"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"FS,Draconis March,Robinson Operational Area,Region 2"	"DC,Benjamin Military District,Proserpina Prefecture"	"FS,Draconis March,Robinson Operational Area,Raman PDZ"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Irurzun Prefecture"	"DC,Benjamin Military District,Irurzun Prefecture"	"DC,Benjamin Military District,Irurzun Prefecture"	"DC,Benjamin Military District,Irurzun Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"	"DC,Benjamin Military District,Proserpina Prefecture"
"Klayne"	-11.536	-242.391	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"CC,Sian Commonality,Region 1"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Kleinwelt"	-334.286	-423.676	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"MOC,Ballad Province"	"MOC,Ballad Province"	"MOC,Ballad Province"	"MOC,Ballad Province"	"MOC,Ballad Province"	"MOC,Ballad Province"	"MOC,Ballad Province"	"MOC,Ballad Province"	"A"	"A"	"A"	"A"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"			
"Klenkar"	409.938	-377.682	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"TC,Dumassas Region"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Kluane"	196.192	-199.369		"I"			"FS"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Region 2"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FCF,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Kathil Operational Area,Kathil PDZ"	"FS,Capellan March,Taygeta Operational Area,Carmacks Prefecture"	"FS,Capellan March,Taygeta Operational Area,Carmacks Prefecture"	"FS,Capellan March,Sirdar Operational Area,Carmacks Prefecture"
"Knechee"	-591.179	-1793.429																																							"IE"	"IE"	"IE"	"IE"
"Knutdor"	145.171	-194.636	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"CC,St. Ives Commonality,Region 3"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Knutstad"	349.391	481.245	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"I"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Ko"	-18.105	43.9	"I"		"TH"	"TH"	"TH"	"TH,Lone Star Province"	"TH,Lone Star Province"	"TH,Lone Star Province"	"TH,Lone Star Province"	"AE,Lone Star Province"	"TH,Lone Star Province"	"TH,Lone Star Province"	"DC,Dieron Military District,Lone Star Prefecture"	"DC,Dieron Military District,Lone Star Prefecture"	"DC,Dieron Military District,Chaville Prefecture"	"LC,Federation of Skye,Isle of Skye"	"DC,Dieron Military District,Kessel Prefecture"	"LC,Federation of Skye,Isle of Skye"	"FCL,Skye March,Ryde Operational Area,Region 3"	"FCL,Skye March,Ryde Operational Area,Region 3"	"FCL,Skye March,Ryde Operational Area,Region 3"	"FCL,Skye March,Ryde Operational Area,Region 3"	"FCL,Skye March,Ryde Operational Area,Region 3"	"FCL,Skye March,Ryde Operational Area,Region 3"	"FCL,Skye March,Ryde Operational Area,Region 3"	"LA,Skye March,Ryde Operational Area,Region 3"	"LA,Skye Province,Freedom Theater"	"LA,Skye Province,Freedom Theater"	"LA,Skye Province,Freedom Theater"	"LA,Skye Province,Freedom Theater"	"LA,Skye Province,Freedom Theater"	"DC,Dieron Military District,Kessel Prefecture"	"DC,Dieron Military District,Kessel Prefecture"	"DC,Dieron Military District,Kessel Prefecture"	"CoF"	"CoF"	"ROTS,Prefecture IX"	"ROTS,Prefecture IX"	"ROTS,Prefecture IX"	"ROTS,Prefecture IX"	"I"	"RD,Region 3,Vega Protectorate"
"Kobe"	-15.01	281.453	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"LC,Tamar Pact,Tamar Domains"	"FCL,Tamar March,Benfled Operational Area,Region 1"	"FCL,Tamar March,Benfled Operational Area,Region 1"	"FCL,Tamar March,Benfled Operational Area,Region 1"	"FCL,Tamar March,Benfled Operational Area,Region 1"	"FCL,Tamar March,Benfled Operational Area,Region 1"	"FCL,Tamar March,Benfled Operational Area,Region 1"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CWF"	"CHH"
"Kochab"	-68.245	62.502	"I"		"FoS"	"FoS"	"LC,Federation of Skye"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"LC,Federation of Skye,Virginia Shire"	"FCL,Skye March,Alcor Operational Area,Region 1"	"FCL,Skye March,Alcor Operational Area,Region 1"	"FCL,Skye March,Alcor Operational Area,Region 1"	"FCL,Skye March,Alcor Operational Area,Region 1"	"FCL,Skye March,Alcor Operational Area,Region 1"	"FCL,Skye March,Alcor Operational Area,Region 1"	"FCL,Skye March,Alcor Operational Area,Region 1"	"LA,Skye March,Alcor Operational Area,Region 1"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"LA,Skye Province"	"ROTS,Prefecture IX"	"ROTS,Prefecture IX"	"ROTS,Prefecture IX"	"ROTS,Prefecture IX"	"I"	"CJF"
"Kockengen"	-111.711	150.398				"I"		"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"LC,Protectorate of Donegal,District of Donegal"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"FCL,Donegal March,Pherkad Operational Area,Region 3"	"LA,Donegal March,Pherkad Operational Area,Region 3"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province"	"LA,Donegal Province,Arcturus Archonette"	"LA,Donegal Province,Arcturus Archonette"	"LA,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"	"LC,Donegal Province"
"Kogl"	-354.947	-176.567	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"FWL"	"I"	"I"	"I"	"DTA"	"DTA"	"FWL,Duchy of Tammarind-Abbey"
"Kohlman"	20.581	-198.301	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"CC,Capella Commonality,Region 2"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"	"A"
"Kokpekty"	412.809	302.392	"U"	"U"	"U"	"U"	"U"	"U"	"U"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"DC,Pesht Military District,Ningxia Prefecture"	"I"	"I"	"I"
